Exp Date,Symbol,Contract Name,Last,52W High,52W High Date,52W Low,52W Low Date,52W %Chg,Time
21/05/1990,NGM90,Natural Gas June 1990 Futures,1.557,1.65,04/04/1990,1.525,23/04/1990,-3.89%,21/05/1990
20/06/1990,NGN90,Natural Gas July 1990 Futures,1.51,1.655,17/04/1990,1.505,20/06/1990,-7.65%,20/06/1990
20/07/1990,NGQ90,Natural Gas August 1990 Futures,1.426,1.685,19/04/1990,1.424,20/07/1990,-13.31%,20/07/1990
22/08/1990,NGU90,Natural Gas September 1990 Futures,1.428,1.69,10/05/1990,1.396,01/08/1990,-13.45%,22/08/1990
19/09/1990,NGV90,Natural Gas October 1990 Futures,1.555,1.72,18/05/1990,1.47,27/08/1990,-7.44%,19/09/1990
22/10/1990,NGX90,Natural Gas November 1990 Futures,1.97,1.99,09/10/1990,1.732,11/07/1990,2.07%,22/10/1990
20/11/1990,NGZ90,Natural Gas December 1990 Futures,2.38,2.615,10/10/1990,2.01,10/07/1990,6.97%,20/11/1990
18/12/1990,NGF91,Natural Gas January 1991 Futures,2.046,2.94,10/10/1990,1.99,18/12/1990,-10.66%,18/12/1990
22/01/1991,NGG91,Natural Gas February 1991 Futures,1.538,2.755,11/10/1990,1.501,22/01/1991,-21.81%,22/01/1991
19/02/1991,NGH91,Natural Gas March 1991 Futures,1.395,2,09/10/1990,1.33,14/02/1991,-17.94%,19/02/1991
19/03/1991,NGJ91,Natural Gas April 1991 Futures,1.391,1.8,11/10/1990,1.331,21/02/1991,-12.52%,19/03/1991
22/04/1991,NGK91,Natural Gas May 1991 Futures,1.35,1.78,09/10/1990,1.342,22/04/1991,-12.90%,22/04/1991
22/05/1991,NGM91,Natural Gas June 1991 Futures,1.336,1.8,11/10/1990,1.321,22/05/1991,-17.63%,22/05/1991
20/06/1991,NGN91,Natural Gas July 1991 Futures,1.167,1.81,11/10/1990,1.155,20/06/1991,-28.40%,20/06/1991
23/07/1991,NGQ91,Natural Gas August 1991 Futures,1.195,1.84,11/10/1990,1.06,25/06/1991,-27.58%,23/07/1991
22/08/1991,NGU91,Natural Gas September 1991 Futures,1.42,1.86,12/10/1990,1.07,25/06/1991,-17.44%,22/08/1991
23/09/1991,NGV91,Natural Gas October 1991 Futures,1.8,1.88,18/10/1990,1.15,25/06/1991,3.45%,23/09/1991
24/10/1991,NGX91,Natural Gas November 1991 Futures,1.772,2.04,21/11/1990,1.43,25/06/1991,-8.19%,24/10/1991
20/11/1991,NGZ91,Natural Gas December 1991 Futures,1.987,2.36,06/12/1990,1.665,25/06/1991,-15.81%,20/11/1991
20/12/1991,NGF92,Natural Gas January 1992 Futures,1.695,2.36,03/01/1991,1.68,20/12/1991,-28.18%,20/12/1991
24/01/1992,NGG92,Natural Gas February 1992 Futures,1.046,2.045,04/03/1991,1.02,24/01/1992,-47.70%,24/01/1992
21/02/1992,NGH92,Natural Gas March 1992 Futures,1.249,1.675,06/03/1991,1.045,18/02/1992,-25.43%,21/02/1992
24/03/1992,NGJ92,Natural Gas April 1992 Futures,1.418,1.5,06/09/1991,1.095,18/02/1992,-2.54%,24/03/1992
23/04/1992,NGK92,Natural Gas May 1992 Futures,1.596,1.61,23/04/1992,1.113,18/02/1992,12.79%,23/04/1992
21/05/1992,NGM92,Natural Gas June 1992 Futures,1.685,1.79,20/05/1992,1.137,19/02/1992,15.81%,21/05/1992
23/06/1992,NGN92,Natural Gas July 1992 Futures,1.517,1.67,02/06/1992,1.156,23/01/1992,14.06%,23/06/1992
24/07/1992,NGQ92,Natural Gas August 1992 Futures,1.939,1.96,24/07/1992,1.18,23/01/1992,36.07%,24/07/1992
24/08/1992,NGU92,Natural Gas September 1992 Futures,1.987,2.03,24/08/1992,1.23,23/01/1992,35.63%,24/08/1992
23/09/1992,NGV92,Natural Gas October 1992 Futures,2.743,2.79,23/09/1992,1.36,24/01/1992,66.24%,23/09/1992
23/10/1992,NGX92,Natural Gas November 1992 Futures,2.499,2.63,20/10/1992,1.56,24/01/1992,38.83%,23/10/1992
19/11/1992,NGZ92,Natural Gas December 1992 Futures,2.332,2.55,22/09/1992,1.745,19/02/1992,17.48%,19/11/1992
22/12/1992,NGF93,Natural Gas January 1993 Futures,2.003,2.52,22/09/1992,1.825,19/02/1992,3.25%,22/12/1992
22/01/1993,NGG93,Natural Gas February 1993 Futures,1.634,2.219,22/09/1992,1.52,19/02/1992,2.13%,22/01/1993
23/02/1993,NGH93,Natural Gas March 1993 Futures,1.906,1.95,23/02/1993,1.31,27/02/1992,43.31%,23/02/1993
25/03/1993,NGJ93,Natural Gas April 1993 Futures,2.224,2.27,25/03/1993,1.325,27/03/1992,64.74%,25/03/1993
23/04/1993,NGK93,Natural Gas May 1993 Futures,2.758,2.8,23/04/1993,1.38,28/04/1992,97.00%,23/04/1993
21/05/1993,NGM93,Natural Gas June 1993 Futures,2.119,2.57,23/04/1993,1.425,22/05/1992,46.64%,21/05/1993
23/06/1993,NGN93,Natural Gas July 1993 Futures,1.94,2.49,23/04/1993,1.47,24/06/1992,30.20%,23/06/1993
23/07/1993,NGQ93,Natural Gas August 1993 Futures,2.121,2.475,23/04/1993,1.565,05/01/1993,33.40%,23/07/1993
24/08/1993,NGU93,Natural Gas September 1993 Futures,2.401,2.49,23/08/1993,1.59,13/01/1993,39.19%,24/08/1993
24/09/1993,NGV93,Natural Gas October 1993 Futures,2.066,2.49,23/04/1993,1.705,22/12/1992,5.95%,24/09/1993
22/10/1993,NGX93,Natural Gas November 1993 Futures,2.155,2.582,13/04/1993,1.83,15/12/1992,2.62%,22/10/1993
19/11/1993,NGZ93,Natural Gas December 1993 Futures,2.385,2.71,23/04/1993,2.01,05/01/1993,8.90%,19/11/1993
22/12/1993,NGF94,Natural Gas January 1994 Futures,2.022,2.685,23/04/1993,1.88,14/12/1993,-3.02%,22/12/1993
24/01/1994,NGG94,Natural Gas February 1994 Futures,2.47,2.55,24/01/1994,1.835,22/12/1993,31.03%,24/01/1994
18/02/1994,NGH94,Natural Gas March 1994 Futures,2.418,2.69,02/02/1994,1.775,03/03/1993,32.49%,18/02/1994
24/03/1994,NGJ94,Natural Gas April 1994 Futures,1.981,2.44,02/02/1994,1.805,26/03/1993,9.75%,24/03/1994
22/04/1994,NGK94,Natural Gas May 1994 Futures,2.076,2.3,02/02/1994,1.84,21/12/1993,-5.85%,22/04/1994
23/05/1994,NGM94,Natural Gas June 1994 Futures,1.851,2.31,29/06/1993,1.831,23/05/1994,-8.37%,23/05/1994
23/06/1994,NGN94,Natural Gas July 1994 Futures,1.966,2.32,29/06/1993,1.8,25/05/1994,-11.16%,23/06/1994
22/07/1994,NGQ94,Natural Gas August 1994 Futures,1.789,2.271,17/08/1993,1.765,22/07/1994,-20.13%,22/07/1994
25/08/1994,NGU94,Natural Gas September 1994 Futures,1.45,2.29,27/08/1993,1.45,25/08/1994,-36.15%,25/08/1994
23/09/1994,NGV94,Natural Gas October 1994 Futures,1.406,2.325,28/09/1993,1.395,23/09/1994,-39.13%,23/09/1994
24/10/1994,NGX94,Natural Gas November 1994 Futures,1.683,2.37,25/10/1993,1.55,21/10/1994,-28.75%,24/10/1994
21/11/1994,NGZ94,Natural Gas December 1994 Futures,1.661,2.473,23/11/1993,1.585,17/11/1994,-32.04%,21/11/1994
22/12/1994,NGF95,Natural Gas January 1995 Futures,1.639,2.445,10/02/1994,1.535,21/12/1994,-27.54%,22/12/1994
24/01/1995,NGG95,Natural Gas February 1995 Futures,1.416,2.32,14/02/1994,1.25,13/01/1995,-36.42%,24/01/1995
21/02/1995,NGH95,Natural Gas March 1995 Futures,1.428,2.22,16/03/1994,1.337,31/01/1995,-34.41%,21/02/1995
24/03/1995,NGJ95,Natural Gas April 1995 Futures,1.566,2.17,25/03/1994,1.355,14/02/1995,-27.33%,24/03/1995
21/04/1995,NGK95,Natural Gas May 1995 Futures,1.672,2.154,10/06/1994,1.415,01/02/1995,-22.12%,21/04/1995
23/05/1995,NGM95,Natural Gas June 1995 Futures,1.757,2.155,10/06/1994,1.475,01/02/1995,-16.05%,23/05/1995
23/06/1995,NGN95,Natural Gas July 1995 Futures,1.532,2.145,24/06/1994,1.5,23/06/1995,-27.70%,23/06/1995
24/07/1995,NGQ95,Natural Gas August 1995 Futures,1.385,2.1,29/07/1994,1.335,24/07/1995,-33.54%,24/07/1995
24/08/1995,NGU95,Natural Gas September 1995 Futures,1.575,2.11,02/09/1994,1.39,02/08/1995,-24.68%,24/08/1995
22/09/1995,NGV95,Natural Gas October 1995 Futures,1.644,2.052,17/10/1994,1.44,25/07/1995,-19.37%,22/09/1995
24/10/1995,NGX95,Natural Gas November 1995 Futures,1.772,2.1,25/10/1994,1.6,25/07/1995,-14.60%,24/10/1995
21/11/1995,NGZ95,Natural Gas December 1995 Futures,2.241,2.285,21/11/1995,1.73,25/07/1995,11.22%,21/11/1995
21/12/1995,NGF96,Natural Gas January 1996 Futures,3.448,3.74,21/12/1995,1.78,02/08/1995,81.09%,21/12/1995
25/01/1996,NGG96,Natural Gas February 1996 Futures,2.34,3.1,03/01/1996,1.752,03/08/1995,30.95%,25/01/1996
23/02/1996,NGH96,Natural Gas March 1996 Futures,2.746,2.9,23/02/1996,1.7,02/08/1995,56.02%,23/02/1996
25/03/1996,NGJ96,Natural Gas April 1996 Futures,2.779,2.88,25/03/1996,1.668,24/07/1995,50.87%,25/03/1996
24/04/1996,NGK96,Natural Gas May 1996 Futures,2.214,2.455,19/03/1996,1.678,24/07/1995,22.39%,24/04/1996
24/05/1996,NGM96,Natural Gas June 1996 Futures,2.361,2.4,22/04/1996,1.69,02/08/1995,24.99%,24/05/1996
24/06/1996,NGN96,Natural Gas July 1996 Futures,2.646,2.7,19/06/1996,1.7,19/10/1995,51.11%,24/06/1996
25/07/1996,NGQ96,Natural Gas August 1996 Futures,2.322,2.98,28/06/1996,1.706,19/10/1995,32.69%,25/07/1996
26/08/1996,NGU96,Natural Gas September 1996 Futures,1.853,2.91,28/06/1996,1.71,03/11/1995,5.46%,26/08/1996
24/09/1996,NGV96,Natural Gas October 1996 Futures,1.828,2.84,28/06/1996,1.73,05/10/1995,3.86%,24/09/1996
25/10/1996,NGX96,Natural Gas November 1996 Futures,2.652,2.84,28/06/1996,1.795,26/10/1995,46.28%,25/10/1996
21/11/1996,NGZ96,Natural Gas December 1996 Futures,3.901,4.05,21/11/1996,1.91,01/12/1995,104.13%,21/11/1996
24/12/1996,NGF97,Natural Gas January 1997 Futures,3.998,4.6,20/12/1996,1.95,26/12/1995,102.43%,24/12/1996
27/01/1997,NGG97,Natural Gas February 1997 Futures,2.986,4.02,17/12/1996,1.964,05/02/1996,47.97%,27/01/1997
24/02/1997,NGH97,Natural Gas March 1997 Futures,1.78,3.4,06/01/1997,1.68,24/02/1997,-10.64%,24/02/1997
25/03/1997,NGJ97,Natural Gas April 1997 Futures,1.807,2.795,17/12/1996,1.77,25/03/1997,-6.32%,25/03/1997
24/04/1997,NGK97,Natural Gas May 1997 Futures,2.122,2.5,07/01/1997,1.825,24/03/1997,12.69%,24/04/1997
28/05/1997,NGM97,Natural Gas June 1997 Futures,2.346,2.43,07/05/1997,1.87,03/03/1997,17.59%,28/05/1997
26/06/1997,NGN97,Natural Gas July 1997 Futures,2.12,2.44,07/05/1997,1.88,28/02/1997,0.95%,26/06/1997
30/07/1997,NGQ97,Natural Gas August 1997 Futures,2.161,2.415,07/05/1997,1.895,03/03/1997,8.32%,30/07/1997
27/08/1997,NGU97,Natural Gas September 1997 Futures,2.515,2.605,11/08/1997,1.901,12/09/1996,25.75%,27/08/1997
26/09/1997,NGV97,Natural Gas October 1997 Futures,3.24,3.48,26/09/1997,1.935,27/09/1996,67.01%,26/09/1997
29/10/1997,NGX97,Natural Gas November 1997 Futures,3.266,3.85,28/10/1997,2.055,05/11/1996,53.55%,29/10/1997
24/11/1997,NGZ97,Natural Gas December 1997 Futures,2.577,3.884,28/10/1997,2.215,27/02/1997,11.56%,24/11/1997
29/12/1997,NGF98,Natural Gas January 1998 Futures,2.309,3.74,28/10/1997,2.14,24/12/1997,-0.47%,29/12/1997
28/01/1998,NGG98,Natural Gas February 1998 Futures,2.001,3.215,28/10/1997,1.96,28/01/1998,-13.71%,28/01/1998
27/02/1998,NGH98,Natural Gas March 1998 Futures,2.286,2.82,23/10/1997,1.98,13/01/1998,8.86%,27/02/1998
30/03/1998,NGJ98,Natural Gas April 1998 Futures,2.3,2.46,22/10/1997,2,13/01/1998,13.30%,30/03/1998
28/04/1998,NGK98,Natural Gas May 1998 Futures,2.262,2.725,08/04/1998,2.015,13/01/1998,10.50%,28/04/1998
27/05/1998,NGM98,Natural Gas June 1998 Futures,2.017,2.75,08/04/1998,1.985,22/05/1998,-2.56%,27/05/1998
26/06/1998,NGN98,Natural Gas July 1998 Futures,2.358,2.75,08/04/1998,1.91,10/06/1998,15.31%,26/06/1998
29/07/1998,NGQ98,Natural Gas August 1998 Futures,1.92,2.76,08/04/1998,1.92,29/07/1998,-7.02%,29/07/1998
27/08/1998,NGU98,Natural Gas September 1998 Futures,1.672,2.74,08/04/1998,1.6,27/08/1998,-19.81%,27/08/1998
28/09/1998,NGV98,Natural Gas October 1998 Futures,2.031,2.75,08/04/1998,1.63,02/09/1998,-11.31%,28/09/1998
28/10/1998,NGX98,Natural Gas November 1998 Futures,1.95,2.83,08/04/1998,1.86,02/09/1998,-19.02%,28/10/1998
24/11/1998,NGZ98,Natural Gas December 1998 Futures,2.1,2.94,08/04/1998,2.06,24/11/1998,-17.06%,24/11/1998
29/12/1998,NGF99,Natural Gas January 1999 Futures,1.765,2.95,08/04/1998,1.69,29/12/1998,-30.78%,29/12/1998
27/01/1999,NGG99,Natural Gas February 1999 Futures,1.81,2.77,08/04/1998,1.695,26/01/1999,-24.83%,27/01/1999
24/02/1999,NGH99,Natural Gas March 1999 Futures,1.666,2.6,08/04/1998,1.65,24/02/1999,-30.73%,24/02/1999
29/03/1999,NGJ99,Natural Gas April 1999 Futures,1.852,2.44,08/04/1998,1.62,26/02/1999,-19.13%,29/03/1999
28/04/1999,NGK99,Natural Gas May 1999 Futures,2.348,2.385,29/06/1998,1.655,26/02/1999,4.73%,28/04/1999
26/05/1999,NGM99,Natural Gas June 1999 Futures,2.226,2.415,29/04/1999,1.685,26/02/1999,-1.24%,26/05/1999
28/06/1999,NGN99,Natural Gas July 1999 Futures,2.262,2.48,07/06/1999,1.73,26/02/1999,-3.46%,28/06/1999
28/07/1999,NGQ99,Natural Gas August 1999 Futures,2.601,2.63,28/07/1999,1.785,26/02/1999,13.98%,28/07/1999
30/08/1999,NGU99,Natural Gas September 1999 Futures,2.897,3.13,25/08/1999,1.825,26/02/1999,34.24%,30/08/1999
28/09/1999,NGV99,Natural Gas October 1999 Futures,2.56,3.15,25/08/1999,1.88,26/02/1999,17.00%,28/09/1999
27/10/1999,NGX99,Natural Gas November 1999 Futures,3.092,3.24,25/08/1999,2.08,26/02/1999,31.24%,27/10/1999
24/11/1999,NGZ99,Natural Gas December 1999 Futures,2.12,3.315,25/08/1999,2.08,24/11/1999,-14.52%,24/11/1999
28/12/1999,NGF00,Natural Gas January 2000 Futures,2.344,3.325,25/08/1999,2.215,07/12/1999,-1.84%,28/12/1999
27/01/2000,NGG00,Natural Gas February 2000 Futures,2.61,3.1,25/08/1999,2.125,05/01/2000,13.43%,27/01/2000
28/02/2000,NGH00,Natural Gas March 2000 Futures,2.545,2.885,25/08/1999,2.14,04/01/2000,16.37%,28/02/2000
29/03/2000,NGJ00,Natural Gas April 2000 Futures,2.9,2.98,28/03/2000,2.16,12/04/1999,33.95%,29/03/2000
26/04/2000,NGK00,Natural Gas May 2000 Futures,3.089,3.175,17/04/2000,2.21,04/01/2000,36.26%,26/04/2000
30/05/2000,NGM00,Natural Gas June 2000 Futures,4.406,4.5,26/05/2000,2.24,04/01/2000,88.05%,30/05/2000
28/06/2000,NGN00,Natural Gas July 2000 Futures,4.369,4.715,27/06/2000,2.26,07/07/1999,90.79%,28/06/2000
27/07/2000,NGQ00,Natural Gas August 2000 Futures,3.82,4.667,27/06/2000,2.31,05/01/2000,59.17%,27/07/2000
29/08/2000,NGU00,Natural Gas September 2000 Futures,4.618,4.85,22/08/2000,2.335,05/01/2000,85.83%,29/08/2000
27/09/2000,NGV00,Natural Gas October 2000 Futures,5.312,5.445,26/09/2000,2.36,05/01/2000,100.23%,27/09/2000
31/10/2000,NGX00,Natural Gas November 2000 Futures,4.541,5.78,12/10/2000,2.495,05/01/2000,66.34%,31/10/2000
28/11/2000,NGZ00,Natural Gas December 2000 Futures,6.016,6.62,22/11/2000,2.63,04/01/2000,123.64%,28/11/2000
29/12/2000,NGF01,Natural Gas January 2001 Futures,9.98,10.1,27/12/2000,2.66,04/01/2000,263.97%,29/12/2000
29/01/2001,NGG01,Natural Gas February 2001 Futures,6.293,9.925,29/12/2000,2.685,08/02/2000,135.69%,29/01/2001
26/02/2001,NGH01,Natural Gas March 2001 Futures,4.998,9.248,10/01/2001,2.714,28/02/2000,84.16%,26/02/2001
28/03/2001,NGJ01,Natural Gas April 2001 Futures,5.384,6.94,10/01/2001,2.625,06/04/2000,95.57%,28/03/2001
27/04/2001,NGK01,Natural Gas May 2001 Futures,4.9,6.22,10/01/2001,2.785,01/05/2000,75.56%,27/04/2001
29/05/2001,NGM01,Natural Gas June 2001 Futures,3.738,6.14,10/01/2001,3.21,06/07/2000,2.44%,29/05/2001
27/06/2001,NGN01,Natural Gas July 2001 Futures,3.182,6.14,10/01/2001,3.12,27/06/2001,-10.14%,27/06/2001
27/07/2001,NGQ01,Natural Gas August 2001 Futures,3.167,6.095,10/01/2001,2.881,20/07/2001,-10.99%,27/07/2001
29/08/2001,NGU01,Natural Gas September 2001 Futures,2.295,6.04,10/01/2001,2.25,29/08/2001,-39.41%,29/08/2001
27/09/2001,NGV01,Natural Gas October 2001 Futures,1.83,6.05,10/01/2001,1.76,26/09/2001,-59.93%,27/09/2001
30/10/2001,NGX01,Natural Gas November 2001 Futures,3.202,6.14,10/01/2001,2.14,01/10/2001,-20.55%,30/10/2001
28/11/2001,NGZ01,Natural Gas December 2001 Futures,2.316,6.27,12/01/2001,2.18,28/11/2001,-51.50%,28/11/2001
31/12/2001,NGF02,Natural Gas January 2002 Futures,2.555,6.29,12/01/2001,2.45,05/12/2001,-53.46%,31/12/2001
31/01/2002,NGG02,Natural Gas February 2002 Futures,2.006,5.82,10/04/2001,1.85,28/01/2002,-63.13%,31/01/2002
28/02/2002,NGH02,Natural Gas March 2002 Futures,2.388,5.48,10/04/2001,1.96,28/01/2002,-52.28%,28/02/2002
26/03/2002,NGJ02,Natural Gas April 2002 Futures,3.472,4.87,16/04/2001,2.06,28/01/2002,-24.88%,26/03/2002
26/04/2002,NGK02,Natural Gas May 2002 Futures,3.319,4.59,27/04/2001,2.16,28/01/2002,-26.78%,26/04/2002
31/05/2002,NGM02,Natural Gas June 2002 Futures,3.535,4.23,12/06/2001,2.255,28/01/2002,-11.89%,31/05/2002
26/06/2002,NGN02,Natural Gas July 2002 Futures,3.278,3.93,14/05/2002,2.32,28/01/2002,-8.18%,26/06/2002
29/07/2002,NGQ02,Natural Gas August 2002 Futures,2.976,3.95,14/05/2002,2.38,28/01/2002,-18.80%,29/07/2002
28/08/2002,NGU02,Natural Gas September 2002 Futures,3.288,3.97,14/05/2002,2.375,28/01/2002,5.25%,28/08/2002
26/09/2002,NGV02,Natural Gas October 2002 Futures,3.686,4.034,24/09/2002,2.41,28/01/2002,25.76%,26/09/2002
29/10/2002,NGX02,Natural Gas November 2002 Futures,4.126,4.42,21/10/2002,2.645,06/02/2002,14.48%,29/10/2002
26/11/2002,NGZ02,Natural Gas December 2002 Futures,4.14,4.61,21/10/2002,2.85,06/02/2002,21.41%,26/11/2002
30/12/2002,NGF03,Natural Gas January 2003 Futures,4.93,5.56,13/12/2002,2.935,06/02/2002,44.57%,30/12/2002
29/01/2003,NGG03,Natural Gas February 2003 Futures,5.66,5.85,23/01/2003,2.89,06/02/2002,89.23%,29/01/2003
26/02/2003,NGH03,Natural Gas March 2003 Futures,9.133,11.899,25/02/2003,3.12,27/02/2002,193.10%,26/02/2003
27/03/2003,NGJ03,Natural Gas April 2003 Futures,5.146,8.639,25/02/2003,3.29,12/04/2002,46.65%,27/03/2003
28/04/2003,NGK03,Natural Gas May 2003 Futures,5.123,7.194,25/02/2003,3.444,05/08/2002,44.84%,28/04/2003
29/05/2003,NGM03,Natural Gas June 2003 Futures,5.925,6.6,25/02/2003,3.461,05/08/2002,57.71%,29/05/2003
26/06/2003,NGN03,Natural Gas July 2003 Futures,5.291,6.719,06/06/2003,3.496,05/08/2002,38.40%,26/06/2003
30/07/2003,NGQ03,Natural Gas August 2003 Futures,4.62,6.75,06/06/2003,3.529,05/08/2002,29.52%,30/07/2003
27/08/2003,NGU03,Natural Gas September 2003 Futures,4.927,6.68,06/06/2003,3.7,03/10/2002,26.14%,27/08/2003
26/09/2003,NGV03,Natural Gas October 2003 Futures,4.43,6.7,06/06/2003,3.72,03/10/2002,13.74%,26/09/2003
29/10/2003,NGX03,Natural Gas November 2003 Futures,4.459,6.75,06/06/2003,3.94,13/11/2002,7.84%,29/10/2003
25/11/2003,NGZ03,Natural Gas December 2003 Futures,4.86,6.88,06/06/2003,4.19,27/11/2002,14.62%,25/11/2003
29/12/2003,NGF04,Natural Gas January 2004 Futures,6.15,7.55,10/12/2003,4.77,30/12/2002,26.02%,29/12/2003
28/01/2004,NGG04,Natural Gas February 2004 Futures,5.775,7.63,09/01/2004,4.87,10/11/2003,18.10%,28/01/2004
25/02/2004,NGH04,Natural Gas March 2004 Futures,5.15,7.5,12/01/2004,4.79,10/11/2003,-6.30%,25/02/2004
29/03/2004,NGJ04,Natural Gas April 2004 Futures,5.365,6.01,09/01/2004,4.5,02/04/2003,17.37%,29/03/2004
28/04/2004,NGK04,Natural Gas May 2004 Futures,5.935,6.03,12/04/2004,4.52,20/11/2003,28.32%,28/04/2004
26/05/2004,NGM04,Natural Gas June 2004 Futures,6.68,6.76,25/05/2004,4.54,24/11/2003,36.22%,26/05/2004
28/06/2004,NGN04,Natural Gas July 2004 Futures,6.141,6.805,25/05/2004,4.54,28/07/2003,26.96%,28/06/2004
28/07/2004,NGQ04,Natural Gas August 2004 Futures,6.048,6.825,25/05/2004,4.58,24/11/2003,32.34%,28/07/2004
27/08/2004,NGU04,Natural Gas September 2004 Futures,5.082,6.78,25/05/2004,4.55,20/11/2003,6.65%,27/08/2004
28/09/2004,NGV04,Natural Gas October 2004 Futures,5.723,6.8,26/05/2004,4.52,16/09/2004,23.61%,28/09/2004
27/10/2004,NGX04,Natural Gas November 2004 Futures,7.626,8.52,27/10/2004,4.75,24/11/2003,57.59%,27/10/2004
24/11/2004,NGZ04,Natural Gas December 2004 Futures,7.976,9.505,27/10/2004,4.93,25/11/2003,60.71%,24/11/2004
28/12/2004,NGF05,Natural Gas January 2005 Futures,6.213,10.04,27/10/2004,5.46,29/12/2003,10.73%,28/12/2004
27/01/2005,NGG05,Natural Gas February 2005 Futures,6.288,9.987,27/10/2004,5.55,30/01/2004,10.55%,27/01/2005
24/02/2005,NGH05,Natural Gas March 2005 Futures,6.304,9.505,27/10/2004,5.53,25/02/2004,14.99%,24/02/2005
29/03/2005,NGJ05,Natural Gas April 2005 Futures,7.323,7.75,27/10/2004,5.24,29/03/2004,38.90%,29/03/2005
27/04/2005,NGK05,Natural Gas May 2005 Futures,6.748,7.904,04/04/2005,5.28,29/04/2004,26.18%,27/04/2005
26/05/2005,NGM05,Natural Gas June 2005 Futures,6.123,8.005,04/04/2005,5.74,10/06/2004,2.67%,26/05/2005
28/06/2005,NGN05,Natural Gas July 2005 Futures,6.976,8.1,04/04/2005,5.75,01/07/2004,17.94%,28/06/2005
27/07/2005,NGQ05,Natural Gas August 2005 Futures,7.647,8.29,15/07/2005,5.89,03/01/2005,28.20%,27/07/2005
29/08/2005,NGU05,Natural Gas September 2005 Futures,10.847,12.07,29/08/2005,5.87,03/01/2005,79.53%,29/08/2005
28/09/2005,NGV05,Natural Gas October 2005 Futures,13.907,14.6,28/09/2005,5.88,03/01/2005,119.04%,28/09/2005
27/10/2005,NGX05,Natural Gas November 2005 Futures,13.832,14.75,05/10/2005,6.22,03/01/2005,82.36%,27/10/2005
28/11/2005,NGZ05,Natural Gas December 2005 Futures,11.18,15.25,05/10/2005,6.53,03/01/2005,46.35%,28/11/2005
